N Drinks Volume Price
135 Gin 1.05 48.2
136 Rum 1.34 27.5
137 Sprite 1.15 37.9
138 Tonic 1.65 43.1
139 Tea 0.47 21.8
140 Lemonade 1.1 40.3
141 Lemonade 1.33 30.3
142 Champagne 1.48 45.9
143 Coffee 0.32 4.8
144 Beer 0.55 44.2
145 Rum 1.65 10.6
146 Lemonade 0.92 8.6
147 Brandy 0.37 40.1
148 Rum 1.05 45.9
149 Brandy 1.83 12.3
150 Cola 1.8 40.0
151 Wine 1.56 19.3
152 Sprite 0.89 43.5
153 Lemonade 0.93 42.8
154 Cola 1.78 48.3
155 Lemonade 1.91 29.8
156 Beer 1.45 2.7
157 Cola 0.86 41.0
158 Milk 0.76 8.0
159 Champagne 1.65 30.2
160 Milk 1.43 19.9
161 Coffee 1.88 12.4
162 Champagne 0.84 15.8
163 Tonic 1.15 45.7
164 Beer 0.97 16.1
165 Fanta 1.64 46.4
166 Champagne 0.28 37.0
167 Cider 0.28 46.2
168 Lemonade 1.07 40.0
169 Tea 1.61 21.6
170 Brandy 0.81 27.9
171 Tea 0.49 10.2
172 Rum 0.55 24.4
173 Soda 1.17 4.6
174 Brandy 0.56 40.5
175 Tonic 0.3 18.4
176 Soda 1.4 20.6
177 Sprite 0.47 36.2
178 Tea 1.37 39.0
179 Wine 0.86 5.1
180 Gin 1.46 19.6
181 Rum 1.87 10.2
182 Water 1.02 44.6
183 Soda 1.8 11.5
184 Cola 1.92 2.4
185 Lemonade 1.91 44.3
186 Coffee 1.89 48.9
187 Champagne 1.54 46.8
188 Whiskey 0.9 1.9
189 Coffee 1.5 11.9
190 Whiskey 1.12 35.6
191 Fanta 0.62 24.4
192 Juice 1.86 7.6
193 Beer 1.14 28.9
194 Coffee 1.76 2.0
195 Brandy 1.33 36.5
196 Milk 1.08 38.0
197 Whiskey 0.36 43.2
198 Gin 1.52 15.5
199 Cola 0.51 13.4
200 Gin 1.12 38.1
201 Soda 0.23 15.1
202 Beer 0.38 46.3
203 Tea 0.69 9.1
204 Vodka 0.63 3.0
205 Cider 1.88 4.3
206 Champagne 0.87 39.9
207 Coffee 0.83 49.1
208 Rum 1.42 34.0
209 Brandy 1.03 39.2
210 Vodka 1.39 24.9
211 Tea 0.3 41.6
212 Gin 1.19 25.1
213 Fanta 0.53 27.1
214 Cola 1.29 11.5
215 Water 1.12 6.1
216 Juice 1.48 1.9
217 Soda 1.29 33.1
218 Whiskey 1.38 16.1
219 Tonic 1.87 7.2
220 Sprite 0.99 26.9
221 Tea 1.59 21.5
222 Gin 0.29 45.0
223 Fanta 1.89 14.4
224 Tea 1.92 39.2
225 Rum 0.23 43.2
226 Juice 1.93 8.3
227 Milk 0.42 11.4
228 Milk 1.19 9.0
229 Juice 0.7 28.6
230 Whiskey 1.97 30.8
231 Tea 1.59 30.7
232 Soda 0.72 11.0
233 Cider 1.94 32.4
234 Milk 1.99 42.7
235 Milk 1.9 15.7
236 Fanta 2.0 19.9
237 Cider 0.82 20.9
238 Water 0.79 13.2
239 Tonic 0.9 5.1
240 Brandy 1.16 0.8
241 Rum 1.11 2.7
242 Soda 1.13 44.8
243 Wine 0.79 34.4
244 Wine 1.26 21.5
245 Wine 1.64 36.4
246 Sprite 0.21 34.6
247 Cider 1.91 19.4
248 Whiskey 1.7 6.7
249 Soda 1.89 33.0
250 Tonic 0.86 7.7
251 Juice 1.69 33.0
252 Cola 0.28 34.3
253 Cola 0.84 10.7
254 Tonic 0.21 22.7
255 Gin 0.29 12.4
256 Fanta 1.46 30.8
257 Champagne 1.58 18.2
258 Wine 0.89 28.9
259 Fanta 1.32 18.1
260 Cola 0.38 42.0
261 Champagne 1.71 25.8
262 Beer 0.78 45.4
263 Beer 1.88 23.9
264 Cola 0.37 22.7
265 Wine 1.72 22.8
266 Juice 1.87 23.7
267 Juice 1.98 5.7
268 Wine 1.38 32.7
269 Wine 1.99 30.0
270 Rum 1.14 29.4
271 Soda 0.46 35.3
272 Cider 0.88 38.2
273 Coffee 0.25 3.7
274 Rum 0.21 11.1
275 Brandy 1.84 15.1
276 Wine 1.88 16.8
277 Water 1.22 15.0
278 Whiskey 0.27 16.9
279 Water 0.33 44.0
280 Beer 1.25 1.9
281 Juice 0.64 37.8
282 Soda 1.43 22.5
283 Whiskey 1.84 19.8
284 Vodka 1.44 21.4
285 Cider 0.59 31.1
286 Coffee 1.68 28.1
287 Rum 0.96 8.5
288 Wine 0.31 10.2
289 Juice 1.23 25.6
290 Brandy 1.53 26.9
291 Soda 0.59 45.1
292 Tea 0.79 31.2
293 Cola 0.53 12.5
294 Juice 1.11 22.5
295 Wine 0.63 23.2
296 Water 0.63 49.4
297 Coffee 0.73 7.9
298 Beer 0.76 4.6
299 Wine 0.85 8.9
300 Juice 0.89 47.3
301 Champagne 0.79 18.4
302 Whiskey 1.0 0.7
303 Brandy 0.91 23.7
304 Sprite 1.21 21.0
305 Fanta 0.22 31.4
306 Vodka 1.97 1.2
307 Cider 1.28 9.4
308 Tonic 1.21 36.1
309 Juice 0.73 17.5
310 Brandy 1.85 1.8
311 Soda 0.78 22.6
312 Cider 1.78 42.8
313 Tonic 1.98 28.5
314 Sprite 0.86 20.4
315 Cider 0.38 13.1
316 Vodka 1.96 33.1
317 Soda 0.8 12.5
318 Milk 1.57 41.9
319 Gin 0.45 40.6
320 Milk 0.66 37.1
321 Vodka 1.85 8.0
322 Cider 0.34 27.0
323 Gin 1.45 36.2
324 Coffee 0.23 43.4
325 Cola 0.87 22.3
326 Water 0.46 38.4
327 Whiskey 0.39 42.0
328 Lemonade 0.84 19.0
329 Soda 0.27 1.8
330 Coffee 0.85 43.2
331 Tea 1.75 49.8
332 Sprite 1.56 7.5
333 Cola 0.53 35.0
334 Sprite 0.35 25.2
335 Soda 1.81 30.0
336 Brandy 1.73 39.2
337 Brandy 0.53 45.3
338 Cola 1.98 14.8
339 Cola 1.92 6.1
340 Sprite 0.71 4.5
341 Juice 0.67 7.9
342 Lemonade 1.68 27.6
343 Vodka 0.5 39.8
344 Juice 0.77 42.8
345 Soda 1.49 18.8
346 Sprite 1.79 18.5
347 Rum 1.85 16.5
348 Whiskey 0.84 4.2
349 Champagne 0.45 40.3
350 Rum 0.59 48.9
351 Beer 1.69 29.7
352 Lemonade 1.03 8.3
353 Coffee 1.3 31.7
354 Juice 0.83 12.3
355 Sprite 0.41 16.6
356 Cola 0.73 32.3
357 Fanta 1.59 36.7
358 Whiskey 0.85 47.3
359 Water 1.08 11.4
360 Wine 2.0 43.0
361 Fanta 0.53 33.9
362 Tonic 0.99 22.2
363 Coffee 0.36 41.2
364 Sprite 1.03 38.2
365 Rum 1.56 4.8
366 Gin 1.58 6.5
367 Brandy 0.26 33.8
368 Lemonade 1.26 19.8
369 Cola 1.12 23.7
370 Soda 0.44 34.8
371 Milk 1.35 1.3
372 Coffee 0.63 35.4
373 Milk 0.62 23.9
374 Coffee 1.9 45.4
375 Milk 1.29 13.9
376 Vodka 0.24 33.2
377 Rum 1.44 10.0
378 Sprite 1.64 31.4
379 Tonic 1.12 13.6
380 Cider 0.66 40.2
381 Coffee 1.93 45.6
382 Rum 0.28 31.9
383 Coffee 0.79 40.3
384 Soda 1.82 8.0
385 Lemonade 0.62 10.6
386 Champagne 0.2 19.6
387 Rum 1.5 46.0
388 Sprite 1.55 26.8
389 Champagne 1.35 38.1
390 Tonic 1.64 7.5
391 Fanta 1.25 2.8
392 Rum 1.75 48.1
393 Rum 1.98 3.8
394 Cider 1.23 21.9
395 Rum 0.97 35.4
396 Champagne 1.1 25.5
397 Water 1.99 31.5
398 Gin 0.62 46.6
399 Lemonade 0.51 23.5
400 Cola 1.72 8.8
401 Coffee 0.68 4.6
402 Cola 0.98 31.0
403 Milk 0.26 10.4
404 Water 0.9 35.2
405 Fanta 1.73 38.0
406 Champagne 0.84 14.3
407 Sprite 0.68 2.9
408 Vodka 1.33 34.3
409 Coffee 1.45 45.5
410 Soda 1.84 43.3
411 Cola 1.36 26.9
412 Tea 1.39 48.0
413 Tea 1.33 30.9
414 Brandy 0.52 29.7
415 Fanta 0.29 26.6
416 Gin 0.62 31.0
417 Sprite 1.97 29.0
418 Vodka 0.3 38.9
419 Vodka 1.05 39.9
420 Tea 1.45 27.9
421 Cola 1.83 19.0
422 Coffee 1.15 20.1
423 Whiskey 1.6 10.0
424 Milk 1.12 23.9
425 Water 1.73 9.2
426 Coffee 1.89 18.8
427 Tonic 0.32 11.4
428 Fanta 1.25 36.7
429 Fanta 1.17 12.5
430 Soda 1.98 6.5
431 Fanta 1.26 15.7
432 Brandy 0.66 10.0
433 Gin 1.5 22.6
434 Brandy 0.83 47.8
435 Beer 0.94 23.8
436 Tonic 0.58 10.7
437 Wine 0.45 8.3
438 Cider 0.27 43.2
439 Whiskey 0.3 20.5
440 Tea 0.72 41.9
441 Tonic 1.68 2.5
442 Tonic 1.21 15.3
443 Cola 1.12 33.2
444 Sprite 0.59 14.0
445 Fanta 1.67 15.1
446 Lemonade 1.71 49.2
447 Soda 1.37 29.1
448 Milk 1.7 5.7
449 Cider 1.55 24.2
450 Tonic 1.88 25.9
451 Champagne 0.64 27.5
452 Cola 1.72 37.0
453 Cider 1.69 4.1
454 Cider 1.58 23.4
455 Juice 1.93 32.3
456 Soda 0.72 48.3
457 Beer 1.18 27.5
458 Champagne 0.58 33.0
459 Beer 1.61 5.1
460 Soda 0.44 41.5
461 Beer 1.89 47.8
462 Cider 0.28 26.0
463 Whiskey 0.26 45.7
464 Tonic 1.38 23.8
465 Lemonade 1.95 9.7
466 Milk 1.19 4.9
467 Soda 1.46 1.2
468 Coffee 0.24 47.6
469 Milk 1.45 9.4
470 Sprite 0.28 49.2
471 Milk 1.08 43.1
472 Wine 1.81 28.4
473 Rum 1.6 17.7
474 Whiskey 1.88 16.3
475 Tea 0.26 49.6
476 Gin 0.33 43.7
477 Whiskey 0.26 34.8
478 Lemonade 1.93 48.3
479 Wine 0.43 41.7
480 Tonic 0.39 8.5
481 Water 0.22 25.6
482 Beer 0.67 37.3
483 Wine 0.27 43.4
484 Sprite 1.22 34.7
485 Water 1.88 24.6
486 Beer 1.55 18.9
487 Soda 1.61 13.1
488 Soda 1.21 38.2
489 Lemonade 0.27 34.7
490 Fanta 0.51 43.0
491 Brandy 1.85 11.6
492 Sprite 1.26 30.7
493 Vodka 0.85 20.1
494 Rum 0.86 32.2
495 Rum 1.04 15.5
496 Fanta 1.59 35.7
497 Sprite 0.62 48.3
498 Tea 0.59 23.5
499 Wine 1.08 20.7
500 Rum 1.03 5.0
501 Cider 1.51 5.3
502 Cider 1.6 47.6
503 Vodka 1.59 12.2
504 Cola 1.65 43.5
505 Beer 1.71 26.7
506 Brandy 1.6 30.7
507 Soda 0.94 36.5
508 Milk 1.13 17.4
509 Brandy 1.47 8.3
510 Tea 0.38 8.6
511 Beer 1.69 42.9
512 Whiskey 1.69 43.2
513 Vodka 1.66 36.5
514 Champagne 0.64 33.6
515 Rum 0.67 14.3
516 Milk 1.33 32.0
517 Fanta 1.56 31.6
518 Water 0.58 43.2
519 Lemonade 0.79 9.4
520 Coffee 0.84 34.4
521 Lemonade 1.7 30.1
522 Champagne 0.54 49.7
523 Milk 1.6 7.2
524 Champagne 1.93 13.1
525 Gin 1.41 4.1
526 Tonic 1.64 7.6
527 Cider 1.45 7.3
528 Whiskey 0.95 34.6
529 Champagne 1.8 4.4
530 Tonic 0.42 6.0
531 Tonic 1.86 7.2
532 Wine 1.81 21.2
533 Tea 0.69 47.0
534 Rum 1.74 38.9
535 Soda 1.05 10.7
536 Champagne 1.09 15.5
537 Milk 1.54 11.0
538 Coffee 1.02 32.2
539 Vodka 0.7 35.0
540 Sprite 1.39 20.7
541 Soda 1.2 21.6
542 Fanta 0.33 49.1
543 Fanta 0.5 36.9
544 Soda 1.95 7.3
545 Champagne 0.72 8.3
546 Sprite 1.48 15.5
547 Milk 0.84 32.8
548 Juice 1.98 25.4
549 Coffee 1.97 49.8
550 Juice 1.49 15.2
551 Soda 1.75 39.3
552 Water 1.91 28.1
553 Soda 0.72 13.3
554 Champagne 0.41 42.3
555 Tonic 1.55 5.4
556 Fanta 0.89 15.8
557 Whiskey 0.46 9.0
558 Water 0.63 6.2
559 Lemonade 0.46 8.0
560 Brandy 1.83 22.1
561 Cola 0.33 42.3
562 Brandy 1.04 16.3
563 Fanta 0.72 44.2
564 Soda 0.58 13.4
565 Fanta 0.89 32.0
566 Water 1.27 2.6
567 Coffee 2.0 28.8
568 Wine 1.9 44.2
569 Gin 1.98 19.1
570 Champagne 1.41 21.2
571 Cider 0.5 11.0
572 Fanta 0.7 1.4
573 Tea 1.08 48.7
574 Cola 1.45 24.3
575 Gin 1.84 49.2
576 Juice 0.9 42.0
577 Lemonade 0.89 15.6
578 Soda 0.3 40.5
579 Juice 1.46 10.0
580 Milk 0.78 16.2
581 Soda 0.22 13.6
582 Milk 1.77 48.0
583 Soda 1.52 42.3
584 Sprite 1.3 38.3
585 Soda 1.45 35.3
586 Cola 1.08 21.3
587 Soda 0.51 27.0
588 Tea 1.46 35.2
589 Tonic 1.32 30.2
590 Rum 1.78 2.4
591 Water 1.11 29.3
592 Water 1.16 25.2
593 Coffee 0.56 42.5
594 Water 1.62 21.3
595 Vodka 1.83 40.4
596 Fanta 1.04 15.8
597 Cider 1.0 21.3
598 Lemonade 1.53 36.3
599 Whiskey 1.82 17.9
600 Tonic 0.35 3.8
601 Whiskey 1.23 22.3
602 Water 1.16 13.4
603 Milk 1.49 17.9
604 Milk 0.8 13.1
605 Whiskey 1.89 1.1
606 Lemonade 0.4 4.3
607 Gin 0.49 3.0
608 Whiskey 0.26 40.2
609 Tea 0.23 4.7
610 Sprite 0.39 16.3
611 Wine 0.9 42.1
612 Rum 1.0 23.2
613 Lemonade 1.6 7.6
614 Fanta 0.55 8.2
615 Brandy 0.81 21.7
616 Gin 1.55 12.5
617 Beer 1.38 44.5
618 Gin 0.51 4.0
619 Whiskey 1.77 17.6
620 Lemonade 1.11 46.8
621 Cider 1.18 40.9
622 Tea 1.43 46.1
623 Soda 0.36 37.9
624 Tea 1.99 33.8
625 Cider 1.54 34.5
626 Whiskey 0.51 34.8
627 Champagne 1.67 32.4
628 Brandy 1.57 28.9
629 Juice 0.84 44.9
630 Gin 1.08 3.7
631 Sprite 1.75 31.7
632 Water 1.0 7.3
633 Fanta 0.24 17.4
634 Soda 1.45 27.2
635 Cola 1.04 24.5
636 Cola 1.07 47.1
637 Vodka 1.33 8.6
638 Whiskey 0.77 7.6
639 Cider 0.34 45.1
640 Tea 0.92 32.3
641 Sprite 0.77 47.7
642 Rum 0.62 29.9
643 Milk 1.68 35.8
644 Sprite 0.8 42.2
645 Milk 1.52 48.4
646 Sprite 0.5 17.9
647 Wine 0.93 27.6
648 Cola 1.49 37.7
649 Cola 0.97 46.9
650 Juice 0.96 43.8
651 Gin 0.34 14.6
652 Soda 0.68 13.6
653 Rum 0.37 27.7
654 Cola 0.61 31.7
655 Rum 1.9 3.7
656 Brandy 1.31 12.0
657 Whiskey 0.68 8.1
658 Wine 1.26 12.1
659 Cider 0.93 46.8
660 Sprite 1.72 24.8
661 Cola 1.85 30.0
662 Beer 1.52 34.6
663 Wine 1.63 42.2
664 Whiskey 1.96 9.3
665 Wine 1.49 20.3
666 Tea 0.55 29.4
667 Whiskey 1.25 16.0
668 Champagne 0.74 17.7
669 Tonic 0.66 7.8
670 Brandy 1.79 36.6
671 Water 0.55 10.5
672 Brandy 1.89 5.3
673 Gin 0.91 40.9
674 Lemonade 1.47 24.5
675 Fanta 0.35 5.3
676 Fanta 1.09 33.5
677 Vodka 1.6 33.4
678 Cola 1.72 32.6
679 Vodka 1.02 46.8
680 Beer 1.24 39.5
681 Vodka 0.37 46.1
682 Wine 1.29 1.2
683 Juice 0.62 40.0
684 Soda 1.26 5.8
685 Vodka 0.76 28.8
686 Tonic 0.99 19.3
687 Beer 0.59 47.1
688 Brandy 1.68 35.7
689 Vodka 1.18 22.7
690 Tonic 0.49 42.4
691 Milk 1.9 40.7
692 Coffee 0.64 38.8
693 Whiskey 0.35 34.0
694 Soda 1.35 38.8
695 Vodka 0.8 0.7
696 Lemonade 1.14 38.1
697 Fanta 1.1 42.4
698 Milk 1.51 4.4
699 Champagne 0.22 34.1
700 Water 0.86 34.0
701 Water 1.29 36.5
702 Cola 0.45 7.3
703 Coffee 1.91 14.9
704 Soda 0.33 39.1
705 Wine 1.89 8.3
706 Fanta 1.35 14.3
707 Wine 1.04 2.5
708 Rum 0.58 31.7
709 Coffee 1.43 12.6
710 Vodka 1.44 39.7
711 Beer 1.89 26.9
712 Rum 1.74 46.4
713 Brandy 0.52 15.6
714 Champagne 0.56 31.1
715 Beer 0.46 16.6
716 Gin 1.07 12.6
717 Lemonade 1.59 4.0
718 Cider 1.2 32.7
719 Champagne 0.31 14.8
720 Brandy 1.59 21.3
721 Rum 1.64 14.3
722 Tea 1.98 47.6
723 Whiskey 0.94 41.3
724 Champagne 0.47 15.7
725 Water 1.53 18.2
726 Fanta 0.22 43.6
727 Milk 0.9 24.4
728 Soda 1.81 25.0
729 Fanta 0.29 34.1
730 Whiskey 1.39 0.8
731 Tea 0.4 21.5
732 Fanta 0.98 41.0
733 Milk 0.94 19.5
734 Fanta 0.48 8.3
735 Cider 1.44 10.5
736 Cider 0.58 42.1
737 Rum 0.6 28.0
738 Water 1.88 29.8
739 Brandy 0.4 33.2
740 Tea 1.34 46.2
741 Sprite 0.63 42.0
742 Vodka 1.92 9.4
743 Sprite 0.45 33.8
744 Juice 0.82 39.0
745 Milk 1.48 2.4
746 Rum 1.76 35.5
747 Champagne 1.35 15.6
748 Cola 0.42 49.3
749 Brandy 1.09 4.2
750 Fanta 0.23 27.5
751 Champagne 0.89 12.3
752 Juice 1.07 7.8
753 Sprite 0.71 9.2
754 Tonic 0.51 30.9
755 Cider 0.79 7.5
756 Coffee 0.22 29.2
757 Gin 1.4 20.4
758 Sprite 1.19 1.5
759 Juice 1.22 2.1
760 Milk 0.78 8.4
761 Tonic 1.24 6.3
762 Coffee 1.95 44.3
763 Vodka 1.88 21.2
764 Rum 1.57 24.3
765 Champagne 1.98 26.6
766 Tea 0.53 6.7
767 Beer 1.61 36.6
768 Brandy 1.24 6.8
769 Sprite 0.51 33.0
770 Champagne 0.39 39.3
771 Soda 0.24 0.8
772 Cola 0.46 31.2
773 Sprite 0.29 34.6
774 Beer 1.96 17.8
775 Rum 0.65 22.9
776 Cola 1.1 16.3
777 Lemonade 0.65 48.5
778 Milk 0.62 34.9
779 Water 0.29 23.1
780 Wine 1.93 46.5
781 Gin 1.34 1.0
782 Cider 1.71 26.9
783 Cider 0.83 13.2
784 Gin 0.89 44.7
785 Tea 1.24 28.6
786 Cola 0.53 16.1
787 Wine 0.36 25.6
788 Fanta 1.22 40.4
789 Soda 1.76 11.4
790 Cola 1.68 27.3
791 Beer 0.53 40.7
792 Sprite 1.16 20.2
793 Beer 1.63 4.9
794 Gin 1.46 25.3
795 Lemonade 0.45 33.1
796 Soda 0.6 30.0
797 Rum 0.79 10.3
798 Lemonade 1.61 1.1
799 Fanta 1.57 43.5
800 Wine 1.41 14.7
801 Milk 1.13 1.3
802 Cider 1.46 6.3
803 Tonic 0.61 38.7
804 Sprite 0.28 48.7
805 Fanta 0.63 17.8
806 Whiskey 0.61 26.4
807 Wine 1.11 12.8
808 Tea 1.27 1.3
809 Fanta 1.9 3.2
810 Tonic 1.41 14.6
811 Cola 1.46 30.6
812 Rum 1.04 0.8
813 Vodka 1.23 3.3
814 Soda 1.06 21.5
815 Lemonade 1.68 20.4
816 Wine 0.35 38.9
817 Sprite 0.38 37.4
818 Beer 1.47 15.8
819 Tea 0.25 24.1
820 Tea 0.27 2.6
821 Juice 0.4 30.5
822 Fanta 0.25 17.7
823 Wine 1.09 1.3
824 Wine 1.94 1.2
825 Cola 0.36 35.0
826 Coffee 0.26 49.8
827 Wine 0.82 3.2
828 Lemonade 1.78 11.1
829 Wine 0.89 25.2
830 Coffee 1.24 6.5
831 Gin 0.52 20.0
832 Cola 0.77 40.8
833 Whiskey 1.83 48.5
834 Cider 0.48 19.3
835 Vodka 1.67 30.3
836 Cider 0.47 20.5
837 Champagne 1.47 1.2
838 Tea 0.95 45.9
839 Champagne 1.54 19.7
840 Cider 1.4 27.0
841 Coffee 0.72 23.2
842 Cola 1.56 21.5
843 Tonic 1.35 48.3
844 Whiskey 1.61 24.0
845 Lemonade 0.96 47.6
846 Brandy 0.51 38.2
847 Gin 1.94 35.6
848 Whiskey 1.64 4.2
849 Vodka 0.39 40.2
850 Juice 0.69 32.4
851 Beer 0.27 3.7
852 Tonic 1.22 31.2
853 Gin 1.68 30.3
854 Whiskey 0.53 44.9
855 Coffee 0.68 37.7
856 Fanta 1.48 7.0
857 Vodka 0.25 23.3
858 Soda 1.45 13.5
859 Champagne 0.78 48.8
860 Soda 1.26 36.5
861 Whiskey 1.14 39.6
862 Rum 1.47 10.8
863 Whiskey 1.52 39.7
864 Sprite 1.33 24.1
865 Juice 1.26 12.6
866 Coffee 0.9 4.7
867 Gin 0.28 16.6
868 Cider 1.27 18.6
869 Milk 0.66 42.2
870 Tea 0.49 38.9
871 Cola 1.86 32.3
872 Tonic 1.47 48.6
873 Coffee 1.05 15.0
874 Water 1.56 5.9
875 Vodka 1.05 3.5
876 Cola 1.87 11.2
877 Rum 1.84 29.1
878 Gin 0.46 18.2
879 Champagne 0.76 43.3
880 Champagne 1.16 26.0
881 Water 1.19 24.3
882 Tonic 1.42 44.9
883 Beer 1.36 22.9
884 Cola 1.59 27.4
885 Gin 1.89 8.1
886 Champagne 1.61 5.4
887 Whiskey 0.21 43.6
888 Soda 0.46 11.1
889 Rum 1.04 45.2
890 Champagne 1.88 22.5
891 Sprite 1.07 43.1
892 Gin 1.61 27.9
893 Beer 0.88 15.8
894 Milk 1.42 28.5
895 Soda 1.05 11.1
896 Whiskey 0.86 25.5
897 Fanta 0.8 14.5
898 Brandy 0.27 42.7
899 Tea 1.42 8.3
900 Rum 0.38 28.5
901 Tea 1.41 16.0
902 Champagne 1.96 33.5
903 Vodka 0.2 40.7
904 Brandy 0.34 43.1
905 Lemonade 0.92 8.2
906 Sprite 1.98 48.0
907 Milk 1.89 18.8
908 Gin 0.74 1.9
909 Coffee 0.33 20.0
910 Tonic 1.11 28.7
911 Rum 1.17 45.9
912 Milk 1.18 11.5
913 Vodka 0.82 12.0
914 Lemonade 0.49 31.7
915 Rum 0.74 40.0
916 Soda 1.5 22.9
917 Milk 0.22 46.9
918 Tea 0.49 44.4
919 Water 0.37 10.0
920 Coffee 0.8 1.3
921 Tonic 0.89 46.9
922 Soda 0.3 33.4
923 Tonic 1.98 5.4
924 Gin 1.44 38.8
925 Champagne 0.26 27.2
926 Gin 0.51 11.1
927 Sprite 1.34 12.0
928 Cider 0.95 17.1
929 Water 1.55 14.8
930 Brandy 0.56 23.0
931 Rum 0.52 44.2
932 Milk 1.31 6.8
933 Cola 1.49 41.6
934 Soda 1.9 28.6
935 Wine 1.81 23.4
936 Cider 0.96 33.7
937 Lemonade 1.61 25.5
938 Tonic 0.9 9.1
939 Beer 0.46 30.6
940 Tea 1.33 50.0
941 Sprite 0.2 21.9
942 Vodka 1.44 31.2
943 Cola 1.75 21.6
944 Juice 1.15 9.3
945 Fanta 0.33 32.7
946 Brandy 0.51 21.2
947 Cola 0.56 24.7
948 Gin 1.66 33.2
949 Cider 0.79 8.1
950 Juice 0.72 28.9
951 Water 1.92 33.1
952 Cola 1.41 27.4
953 Milk 0.82 15.7
954 Milk 0.58 35.4
955 Tea 0.81 5.1
956 Vodka 0.73 3.7
957 Juice 1.71 2.3
958 Tonic 0.37 29.0
959 Milk 1.94 11.9
960 Cider 0.47 11.4
961 Water 1.59 27.6
962 Lemonade 1.82 44.4
963 Cola 1.85 31.3
964 Gin 1.81 18.1
